meoo 	 0.992815
imin 	 0.991114
iminh 	 0.99126
foro 	 0.991592
forn 	 0.991459
forc 	 0.991569
mamn 	 0.987363
dmeo 	 0.989867
benc 	 0.989516
prpc 	 0.986235
tipo 	 0.996836
gehc 	 0.991313
acec 	 0.988963
