meoo 	 0.988033
imin 	 0.98451
iminh 	 0.984476
foro 	 0.985298
forn 	 0.98524
forc 	 0.985239
mamn 	 0.988579
dmeo 	 0.98712
benc 	 0.986443
prpc 	 0.99066
tipo 	 0.992195
gehc 	 0.984604
acec 	 0.987422
