meoo 	 0.970156
imin 	 0.912984
iminh 	 0.896467
foro 	 0.92311
forn 	 0.906489
forc 	 0.913167
mamn 	 0.953221
dmeo 	 0.987178
benc 	 0.995724
prpc 	 0.995446
tipo 	 0.974656
gehc 	 0.905769
acec 	 0.958309
