meoo 	 0.815031
imin 	 0.815117
iminh 	 0.814936
foro 	 0.816688
forn 	 0.816952
forc 	 0.816427
mamn 	 0.815548
dmeo 	 0.802899
benc 	 0.896912
prpc 	 0.883607
tipo 	 0.982489
gehc 	 0.865326
acec 	 0.820074
