Molecule,Parent,SMILES,outer_fold,max_similarity_to_train,min_euclidean_distance_to_train,max_cosine_similarity_to_train
Furosemide_19,Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1,0.30666666666666664,4.553740440560458,0.9991906795026176
Antipyrine_4,Antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,1,0.2727272727272727,1.3163806440388492,0.9990725324536546
Carbamazepine_7,Carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,1,0.30434782608695654,1.8531818583182034,0.9977130863167905
Terbutaline_44,Terbutaline,CC(C)(C)[NH2+]C[C@H](O)c1cc(O)cc(O)c1,1,0.28205128205128205,1.7486800736558339,0.9985814716954163
Ranitidine_38,Ranitidine,CN/C(C[N+](=O)[O-])=[NH+]/CCSCc1ccc(C[NH+](C)C)o1,1,0.1746031746031746,2.9116751192398382,0.9989102776093548
Furosemide_20,Furosemide,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,1,0.3026315789473684,4.133572304919702,0.9985476244134159
Metoprolol_30,Metoprolol,COCCc1ccc(OC[C@@H](O)C[NH2+]C(C)C)cc1,1,0.25,2.4307591406799194,0.9978404251986331
Atenolol_5,Atenolol,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,1,0.29310344827586204,2.60911862512982,0.997798136728326
Terbutaline_43,Terbutaline,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1,1,0.2,2.0232496138637313,0.9987503644206293
Istradefylline_24,Istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,1,0.2894736842105263,1.9929904666106026,0.9991832948789664
Fluvastatin_17,Fluvastatin,CC(C)n1c(/C=C\[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,1,0.24675324675324675,3.546677882188089,0.9980262744383172
Cimetidine_9,Cimetidine,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,1,0.19696969696969696,2.929541431691905,0.9983248602402407
Cimetidine_10,Cimetidine,CN/C(=N/C#N)NCCSCc1[nH]cnc1C,1,0.2028985507246377,2.455656938580961,0.998519059012623
Naproxen_32,Naproxen,COc1ccc2cc([C@@H](C)C(=O)[O-])ccc2c1,1,0.3829787234042553,3.0586202771837625,0.9962741291967508
Fluvastatin_18,Fluvastatin,CC(C)n1c(/C=C\[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,1,0.24050632911392406,2.6356340793063193,0.9991169223742127
Fedratinib_14,Fedratinib,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,1,0.38372093023255816,4.574505656352378,0.9977421025110271
Amiloride_3,Amiloride,NC(=[NH2+])NC(=O)c1nc(Cl)c(N)nc1N,1,0.20408163265306123,11.384012254034378,0.9936824357951827
Metoprolol_29,Metoprolol,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,1,0.2711864406779661,1.7069352653220382,0.9982374196626468
Piroxicam_33,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1,0.3728813559322034,2.042195142487701,0.999281273530003
Cimetidine_8,Cimetidine,C/N=C(/NC#N)NCCSCc1nc[nH]c1C,1,0.19696969696969696,2.8852497292262207,0.9984129115881266
Fedratinib_15,Fedratinib,Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,1,0.38372093023255816,5.084782984553204,0.9974245723660922
Ranitidine_39,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,1,0.18181818181818182,4.34159175879053,0.999205701045528
Inogatran_22,Inogatran,NC(=[NH2+])NCCCNC(=O)[C@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)[O-],1,0.21333333333333335,4.476488579232547,0.9983044415624934
Ketoprofen_26,Ketoprofen,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1,0.2978723404255319,2.711151415911731,0.995739900121878
Voxelotor_47,Voxelotor,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,1,1.0,1.171489649975523,0.9998214258935176
Naproxen_31,Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,1,0.391304347826087,2.5786556575083996,0.9976885318594678
Piroxicam_34,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C([O-])c2ccccc2S1(=O)=O,1,0.36666666666666664,1.3993448467051404,0.9993772103027443
Inogatran_21,Inogatran,NC(N)=NCCCNC(=O)[C@H]1CCCCN1C(=O)[C@H](CC1CCCCC1)NCC(=O)O,1,0.21052631578947367,5.8354224354371915,0.9960358686556061
Voriconazole_46,Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,0.5849056603773585,2.485351484196629,0.9986364584203932
Ranitidine_41,Ranitidine,CN/C(C[N+](=O)[O-])=N/CCSCc1ccc(C[NH+](C)C)o1,1,0.1891891891891892,2.1918172825310647,0.9991175398878125
Lemborexant_28,Lemborexant,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,1,0.31868131868131866,1.9609235069221076,0.9985978867816356
Desipramine_13,Desipramine,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,1,0.34782608695652173,2.3332623084429143,0.9982235540105476
Ranitidine_40,Ranitidine,C/N=C(/C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,1,0.18571428571428572,2.468290298972507,0.9987118911625669
Acetaminophen_1,Acetaminophen,CC(=O)Nc1ccc(O)cc1,1,0.5,2.491972712531177,0.998237211091651
Ketoprofen_27,Ketoprofen,C[C@@H](C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,1,0.2857142857142857,2.3142031025820096,0.9983679591712292
Voxelotor_48,Voxelotor,CC(C)n1nccc1-c1ncccc1COc1cccc([O-])c1C=O,1,1.0,0.7431379414349502,0.9998700362938021
Istradefylline_25,Istradefylline,CCn1c(=O)c2c([nH+]c(/C=C\c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,1,0.2807017543859649,2.012248493601369,0.9991703810711515
Amiloride_2,Amiloride,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,1,0.18461538461538463,15.697927984291415,0.9949311737320067
Desipramine_12,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,1,0.34782608695652173,2.8945631794796727,0.9990183450492571
Inogatran_23,Inogatran,NC(=[NH2+])NCCCNC(=O)[C@H]1CCCCN1C(=O)[C@H](CC1CCCCC1)[NH2+]CC(=O)[O-],1,0.22666666666666666,5.151329731244225,0.9956421523473035
Ranitidine_37,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1,0.22535211267605634,3.322324788457789,0.9989651319132428
Fedratinib_16,Fedratinib,Cc1c[nH+]c(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,1,0.30927835051546393,5.207573715273125,0.9973746751978586
Cimetidine_11,Cimetidine,CN/C(=N/C#N)NCCSCc1[nH]c[nH+]c1C,1,0.1791044776119403,2.9193177285112393,0.9980174045068404
Terbutaline_45,Terbutaline,CC(C)(C)[NH2+]C[C@H](O)c1cc([O-])cc(O)c1,1,0.25,2.019214451216114,0.9987257250141475
Atenolol_6,Atenolol,CC(C)[NH2+]C[C@H](O)COc1ccc(CC(N)=O)cc1,1,0.2807017543859649,2.4077076234458845,0.9982629774768187
Ranitidine_42,Ranitidine,CN/C(C[N+](=O)[O-])=[NH+]\CCSCc1ccc(CN(C)C)o1,1,0.2222222222222222,2.404546942773112,0.9978853050274917
Propranolol_36,Propranolol,CC(C)[NH2+]C[C@@H](O)COc1cccc2ccccc12,1,0.3064516129032258,1.4887209275080446,0.9980679913698051
Propranolol_35,Propranolol,CC(C)NC[C@H](O)COc1cccc2ccccc12,1,0.3064516129032258,1.232767212412613,0.9987221752915135
Furosemide_19,Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2,0.30666666666666664,4.553740440560458,0.9991906795026176
Antipyrine_4,Antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,2,0.2727272727272727,1.5182499794170814,0.9990725324536546
Carbamazepine_7,Carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,2,0.30434782608695654,1.890094706621832,0.9977130863167905
Terbutaline_44,Terbutaline,CC(C)(C)[NH2+]C[C@H](O)c1cc(O)cc(O)c1,2,0.24561403508771928,1.7486800736558339,0.9985814716954163
Ranitidine_38,Ranitidine,CN/C(C[N+](=O)[O-])=[NH+]/CCSCc1ccc(C[NH+](C)C)o1,2,0.1746031746031746,2.8253728957433752,0.9989102776093548
Furosemide_20,Furosemide,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,2,0.3026315789473684,4.133572304919702,0.9981203736669978
Metoprolol_30,Metoprolol,COCCc1ccc(OC[C@@H](O)C[NH2+]C(C)C)cc1,2,0.4489795918367347,1.7742612547198708,0.9983571415655212
Atenolol_5,Atenolol,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,2,0.29310344827586204,2.60911862512982,0.996815184849188
Terbutaline_43,Terbutaline,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1,2,0.19672131147540983,2.0232496138637313,0.9985958484029597
Istradefylline_24,Istradefylline,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,2,0.2647058823529412,1.9929904666106026,0.9991832948789664
Fluvastatin_17,Fluvastatin,CC(C)n1c(/C=C\[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,2,0.24675324675324675,3.546677882188089,0.9984090538243148
Cimetidine_9,Cimetidine,CN/C(=N\C#N)NCCSCc1nc[nH]c1C,2,0.19696969696969696,2.929541431691905,0.9983248602402407
Cimetidine_10,Cimetidine,CN/C(=N/C#N)NCCSCc1[nH]cnc1C,2,0.2028985507246377,2.455656938580961,0.998519059012623
Naproxen_32,Naproxen,COc1ccc2cc([C@@H](C)C(=O)[O-])ccc2c1,2,0.3829787234042553,3.6974230215110144,0.9962741291967508
Fluvastatin_18,Fluvastatin,CC(C)n1c(/C=C\[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,2,0.29508196721311475,2.6356340793063193,0.9991169223742127
Fedratinib_14,Fedratinib,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2,0.38372093023255816,4.574505656352378,0.9977421025110271
Amiloride_3,Amiloride,NC(=[NH2+])NC(=O)c1nc(Cl)c(N)nc1N,2,0.2127659574468085,9.001300072767098,0.9936824357951827
Metoprolol_29,Metoprolol,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,2,0.2711864406779661,1.7069352653220382,0.9982374196626468
Piroxicam_33,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2,0.3728813559322034,2.490089556622692,0.999281273530003
Cimetidine_8,Cimetidine,C/N=C(/NC#N)NCCSCc1nc[nH]c1C,2,0.19696969696969696,2.8852497292262207,0.9984129115881266
Fedratinib_15,Fedratinib,Cc1cnc(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2,0.38372093023255816,5.084782984553204,0.9976130809581042
Ranitidine_39,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,2,0.21212121212121213,4.223282609535227,0.999205701045528
Inogatran_22,Inogatran,NC(=[NH2+])NCCCNC(=O)[C@H]1CCCCN1C(=O)[C@@H](CC1CCCCC1)NCC(=O)[O-],2,0.21333333333333335,4.476488579232547,0.9983044415624934
Ketoprofen_26,Ketoprofen,C[C@@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2,0.2708333333333333,2.711151415911731,0.9980519755808371
Voxelotor_47,Voxelotor,CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,2,1.0,1.171489649975523,0.9998214258935176
Naproxen_31,Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,2,0.391304347826087,2.426477488047205,0.9982422643347966
Piroxicam_34,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C([O-])c2ccccc2S1(=O)=O,2,0.36666666666666664,1.3993448467051404,0.9996859109928866
Inogatran_21,Inogatran,NC(N)=NCCCNC(=O)[C@H]1CCCCN1C(=O)[C@H](CC1CCCCC1)NCC(=O)O,2,0.21052631578947367,5.8354224354371915,0.9969744561444204
Voriconazole_46,Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,2,0.5849056603773585,2.164346552657221,0.9986364584203932
Ranitidine_41,Ranitidine,CN/C(C[N+](=O)[O-])=N/CCSCc1ccc(C[NH+](C)C)o1,2,0.1891891891891892,2.280532613229483,0.9991175398878125
Lemborexant_28,Lemborexant,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,2,0.31868131868131866,1.9609235069221076,0.999175095539923
Desipramine_13,Desipramine,C[NH2+]CCCN1c2ccccc2CCc2ccccc21,2,0.34782608695652173,2.3332623084429143,0.9979169902627175
Ranitidine_40,Ranitidine,C/N=C(/C[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,2,0.21212121212121213,2.468290298972507,0.9987118911625669
Acetaminophen_1,Acetaminophen,CC(=O)Nc1ccc(O)cc1,2,0.5,2.78490843655581,0.998237211091651
Ketoprofen_27,Ketoprofen,C[C@@H](C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,2,0.2777777777777778,2.9577936033468957,0.9983679591712292
Voxelotor_48,Voxelotor,CC(C)n1nccc1-c1ncccc1COc1cccc([O-])c1C=O,2,1.0,0.7431379414349502,0.9998700362938021
Istradefylline_25,Istradefylline,CCn1c(=O)c2c([nH+]c(/C=C\c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,2,0.2807017543859649,1.4574131191941062,0.9992565321461078
Amiloride_2,Amiloride,NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,2,0.19148936170212766,13.669951206935727,0.9949311737320067
Desipramine_12,Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,2,0.34782608695652173,2.242741402837218,0.9990183450492571
Inogatran_23,Inogatran,NC(=[NH2+])NCCCNC(=O)[C@H]1CCCCN1C(=O)[C@H](CC1CCCCC1)[NH2+]CC(=O)[O-],2,0.22666666666666666,4.517709264660783,0.9956421523473035
Ranitidine_37,Ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,2,0.22535211267605634,3.322324788457789,0.9982553856845151
Fedratinib_16,Fedratinib,Cc1c[nH+]c(Nc2ccc(OCC[NH+]3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,2,0.325,5.207573715273125,0.9973746751978586
Cimetidine_11,Cimetidine,CN/C(=N/C#N)NCCSCc1[nH]c[nH+]c1C,2,0.1791044776119403,2.9193177285112393,0.9980174045068404
Terbutaline_45,Terbutaline,CC(C)(C)[NH2+]C[C@H](O)c1cc([O-])cc(O)c1,2,0.2459016393442623,2.019214451216114,0.9988218317204541
Atenolol_6,Atenolol,CC(C)[NH2+]C[C@H](O)COc1ccc(CC(N)=O)cc1,2,0.44,2.9183718063329933,0.997503854878747
Ranitidine_42,Ranitidine,CN/C(C[N+](=O)[O-])=[NH+]\CCSCc1ccc(CN(C)C)o1,2,0.2222222222222222,2.404546942773112,0.9978853050274917
