meoo 	 0.992689
imin 	 0.994878
iminh 	 0.994796
foro 	 0.995528
forn 	 0.995536
forc 	 0.995524
mamn 	 0.995194
dmeo 	 0.987745
benc 	 0.984654
prpc 	 0.992555
tipo 	 0.998727
gehc 	 0.994849
acec 	 0.994874
