meoo 	 0.944449
imin 	 0.87249
iminh 	 0.881159
foro 	 0.936717
forn 	 0.926936
forc 	 0.931229
mamn 	 0.892892
dmeo 	 0.99545
benc 	 0.992512
prpc 	 0.997538
tipo 	 0.936417
gehc 	 0.885357
acec 	 0.964445
