epoch,train_loss,val_loss
1,28.052808846449715,25.555527107968196
2,23.940873519287504,25.423608957335006
3,21.833702425584725,20.677669734609836
4,18.44609770046212,15.837893407166158
5,13.436560111842104,10.515501560782893
6,7.402792874956654,5.058569560679355
7,2.966137334195204,1.400180093847812
8,1.168276995209092,0.7391889237002193
9,1.1021396268151946,0.6483707048326192
10,1.09942465205872,0.5232414463847799
11,0.9428841058167237,0.4505339007661016
12,0.8849965272450893,0.4627429747458268
13,0.8710226940194074,0.43739480654244584
14,0.7847547226379488,0.3678119915708399
15,0.7915396811422573,0.3482738655512955
16,0.8299471012320847,0.4518741552527869
17,0.7372482276439359,0.40487940440036224
18,0.750342464750617,0.38286674496277356
19,0.706904995814206,0.46874422782151276
20,0.6978800656486526,0.3466903685907369
21,0.7076589565443117,0.546505804055729
22,0.7732382753082124,0.4205408538535276
23,0.67920184346801,0.3609582265064082
24,0.7174466940797121,0.3640975600219204
25,0.7155313380759121,0.5392542936928204
26,0.6936407905482692,0.36894298238963735
27,0.764797472823135,0.4294490692920463
28,0.6752786064901174,0.44750143761339883
29,0.7048838947143653,0.4234758054486233
30,0.6981433301414697,0.6625098461328551
31,0.6174584834288198,0.38627318059905247
32,0.6601829252113918,0.39059911587441615
33,0.6569805567223053,0.3606124596540318
34,0.7054334536127549,0.3755866436995277
35,0.6580022269106925,0.4000486647204835
36,0.6587195442731268,0.4199582614023864
37,0.6425869767509069,0.35290603077842897
38,0.6240867077727843,0.5130706466060584
39,0.7730471151325489,0.47695802454415526
40,0.6751587385903782,0.3842150478091967
41,0.5862857962830615,0.45840591388617374
42,0.5993275078629617,0.4543558455406849
43,0.6493140439461462,0.3697001894007049
44,0.5821809039663146,0.3801826522793881
45,0.5789223843278768,0.43358306388445295
46,0.5940483227458636,0.39361348682749797
47,0.5997064477163003,0.43864132479333756
48,0.5810582163370785,0.3395796102454804
49,0.5832381773041111,0.3732584798443841
50,0.5656129337179515,0.34884726800967863
