epoch,train_loss,val_loss
1,29.607619695706493,25.36649153404629
2,24.672100393023513,22.76763062624587
3,22.816498151984543,20.867544154530947
4,20.053260638435606,17.055807172637625
5,15.7892193016431,12.168346581999788
6,10.135983811125765,6.3884258171946735
7,4.829789905529649,2.0447834988230285
8,1.7893348121012818,0.6234634589288652
9,1.1047065035901786,0.5656153826983934
10,1.0135304418630864,0.5025178061932633
11,0.8568162865057674,0.4309806490374595
12,0.8359967263416657,0.39652068313864086
13,0.8103999430175599,0.4148546776820704
14,0.8099468654390307,0.46246722524928063
15,0.7979813468679161,0.39210350412068906
16,0.7516372663063207,0.3463476758027814
17,0.7216815911593705,0.3504727994351043
18,0.7687377681430888,0.4740849896190093
19,0.8337172270589763,0.4913866200397924
20,0.6446668703197895,0.40462292223861535
21,0.7044615049580464,0.3640149544502042
22,0.7064730970802652,0.3852656072716123
23,0.6848827533995544,0.3781167179653325
24,0.6819388757668181,0.3947413038347185
25,0.6668255253041044,0.3701650512587164
26,0.7068281074749279,0.41037897251008715
27,0.6652563548641464,0.3646932333400569
28,0.6520490234394676,0.37620652551503525
29,0.6377449012970939,0.38106964912611185
30,0.6390531838401374,0.4213805824671824
31,0.6686997461864673,0.33644886622109366
32,0.6277019592887121,0.43798441739426447
33,0.623792776786305,0.40806344550909457
34,0.652690587967615,0.40501119887705933
35,0.603542906403311,0.35405058989819793
36,0.6169052544061328,0.36294154653844146
37,0.5695134947793397,0.346876406178032
38,0.5799169282541208,0.36823608549599796
39,0.5569701510271974,0.3612735677011234
40,0.5442439074058213,0.3639175348060647
41,0.5398906302367542,0.35149424331089885
42,0.557264074250854,0.37096074983938454
43,0.5734175441343503,0.41619081814418135
44,0.5410114857149001,0.43270127494464217
45,0.5034832979578268,0.3333061456142627
46,0.5440460154888785,0.3850034921593273
47,0.5529619171341184,0.34522825249077116
48,0.5300146682196322,0.35698156043426277
49,0.5360330549230274,0.3705095085747463
50,0.5578650692291678,0.34728954440539644
