epoch,train_loss,val_loss
1,27.238702018491683,26.691620325304797
2,26.525007858276368,26.00979696844042
3,25.757321152225618,25.061172662322054
4,24.801500438567132,24.128983114183562
5,23.570269617880545,22.438623349691174
6,22.07357596366636,22.011264407757633
7,20.25121146909652,19.42574090072789
8,18.290805130004884,16.75040056287628
9,16.18132897776942,14.510709290651931
10,13.921728829414613,12.571522398093313
11,11.71833315572431,9.752739493379888
12,9.566448769107941,7.910134811991269
13,7.563053678081881,6.9034931880911605
14,5.936331083851476,4.619905678267331
15,4.510988847055743,3.405527164026634
16,3.4157601208840647,2.2039895672159098
17,2.6094835339823077,1.6730214234479923
18,1.9847806676741568,1.0620426474158298
19,1.6028067227332823,0.7135653062579558
20,1.3541906898252425,0.6295610942791418
21,1.2224845840084937,0.5196919545684893
22,1.1106005943975141,0.406367567703896
23,1.1420331053580006,0.39120830149994684
24,1.0474594736099243,0.4065229279786041
25,0.9985407355908424,0.37910790342031064
26,0.9701707088178204,0.35593267000213114
27,0.9794965227188602,0.37366227682718295
28,0.9031366785880058,0.34900328440150036
29,0.9420645229278072,0.3938703064605133
30,0.8765781451040698,0.4048207481343722
31,0.9350014648129863,0.3513779400550213
32,0.963610203343053,0.3590567835520223
33,0.9704671398285897,0.3532463386654854
34,0.9092024179427854,0.37166142817010583
35,0.7665117608347247,0.35387738724959267
36,0.9330918937344705,0.3825876892534728
37,0.9277195112166866,0.36457767852188383
38,0.8905942683066091,0.36655522882938385
39,0.9163887565366683,0.3532484362727588
40,0.8776540196326471,0.361907893618972
41,0.7654171256096133,0.3502606657362476
42,0.8001503570618168,0.3497410512615725
43,0.8234535021935739,0.35860030706395807
44,0.7266353099576889,0.3630232886248028
45,0.8875931453704834,0.35676541141013507
46,0.854136629719888,0.3558326177683073
47,0.8348714882327665,0.34199587125139136
48,0.819575768978365,0.34925614604630423
49,0.8769110433132418,0.35184973017456606
50,0.8006059688137424,0.3581115108789857
