epoch,train_loss,val_loss
1,25.256383138345488,25.752159931863
2,24.608477583245104,24.96645465624117
3,23.910704794120665,24.17626838289798
4,23.054090237940304,23.019837707204104
5,21.93195701244952,22.489020532415818
6,20.52007103950112,19.94199675429391
7,18.857195569498934,18.129657045507308
8,16.995048948444143,16.20821770463495
9,14.948896702607165,14.357705190200214
10,12.85727603784459,12.3247691630085
11,10.713917949905248,9.864242718817344
12,8.729309226834797,7.9834175886109815
13,6.968159952600259,6.070047946555362
14,5.404997889877211,4.486301717216039
15,4.081010670603513,3.233676595589295
16,3.042138278445915,2.394674643681647
17,2.337936742470235,1.7082823798329947
18,1.7736880026041961,1.2298297526300415
19,1.4585709372771931,0.8948427518824891
20,1.2379321428670336,0.6721289712329244
21,1.0976072004885153,0.7156749550609317
22,1.0124974133966815,0.5022451207234262
23,0.9692564836861164,0.4947235388849749
24,0.9430752883873625,0.4607345802415865
25,0.900958821821182,0.4640267095323989
26,0.8920907108803705,0.4307033412678297
27,0.8874578656187986,0.4501246901792149
28,0.9102471882416155,0.4335810901929242
29,0.8847589911682847,0.448116878899493
30,0.8587780951838736,0.4503473516948309
31,0.8543357189281151,0.4434234701790089
32,0.84104069900236,0.4487353264322885
33,0.8080466885016396,0.4218477910572244
34,0.8259928655347695,0.4188351056536116
35,0.8007003395577387,0.429569551028138
36,0.8403065737257612,0.42394212250253643
37,0.8056487468924544,0.4070765159889401
38,0.8276993046838341,0.4187451226574198
39,0.8242936802248583,0.42906986872932706
40,0.7345023024551027,0.42221651088629275
41,0.7366811541262785,0.41788044382242884
42,0.7276419080664157,0.4180104688426013
43,0.7575851836602662,0.41827990042493324
44,0.6589375390766667,0.43778534564707017
45,0.7291216759394247,0.4208562904511619
46,0.7389562043891578,0.4178968651427163
47,0.7678819076619865,0.43486800181465246
48,0.7019865831815374,0.4137072290464735
49,0.7718290526739325,0.418424181356179
50,0.6704289038514876,0.43302495800228236
