epoch,train_loss,val_loss
1,26.228734608545064,25.470422292493055
2,25.393822558690164,24.360352860283605
3,24.58009816384331,24.11793307668155
4,23.53680814058069,22.71313930786762
5,22.229749062228862,20.197043507369525
6,20.569606942103647,18.909445221891108
7,18.57749337492106,16.73737734371854
8,16.386883497699316,14.468045716433181
9,13.98264043489477,12.122677911188184
10,11.58017933560832,10.005600457338943
11,9.352161670023207,6.97159959852081
12,7.221379538338696,5.262918398552334
13,5.401274861250286,3.7936195786466302
14,3.919953107680143,2.731010621355981
15,2.8906860050272742,1.8006145929552846
16,2.0682521819453483,0.8813546011128377
17,1.7205497403055678,0.6624469910700297
18,1.2982247476805264,0.5427519175195202
19,1.1934606836427804,0.4657247349159005
20,1.1556976163564077,0.41209462315765855
21,1.074185714692473,0.4229523883652441
22,1.000851287755714,0.3652885335007894
23,1.0903554984172033,0.34622088781337146
24,0.9145930677575499,0.36635991470100954
25,0.8642742719902368,0.3434058692037445
26,0.9280457833288256,0.35177745401244803
27,0.907769140737584,0.3502423585075693
28,0.9338717206995538,0.3355472333652457
29,0.9195208364267798,0.37520545721054077
30,1.0299807137477637,0.3696584652379616
31,0.9031444937855408,0.3425543295968439
32,0.8994935964631081,0.35326264568210874
33,0.8931860336175201,0.33546506129589276
34,0.7670589058073316,0.34062994816868575
35,0.8101880978876971,0.34713013577707036
36,0.7903872940480363,0.3420475278933024
37,0.7934270032677322,0.348698489444772
38,0.776016928625445,0.34079870428006676
39,0.8716518349373902,0.34939734960339736
40,0.7303346969249708,0.35575377080858367
41,0.756343452104978,0.34082414532445143
42,0.7665328170928857,0.37262053803070305
43,0.7744236524108147,0.34303560146351453
44,0.8480148105602892,0.535037826631487
45,0.7347569980981041,0.39187565292279747
46,0.7506854754352016,0.33801006471987854
47,0.7450946923381355,0.35709092942709775
48,0.6931606583407738,0.3407595007075477
49,0.7508741348194046,0.34322548404182357
50,0.7316520524978023,0.33487135325510475
